INFO:__main__:2025-06-25 10:12:01.596292:https://oriatec.fr/:200:UP
INFO:__main__:2025-06-25 10:12:01.596292:https://www.google.com:200:UP
INFO:__main__:2025-06-25 10:12:36.769046:https://oriatec.fr/:200:UP
INFO:__main__:2025-06-25 10:12:36.769046:https://www.google.com:200:UP
WARNING:__main__:2025-06-25 10:12:36.769046:https://vm.cplr.fr:502:DOWN
INFO:__main__:2025-06-25 10:20:50;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:20:50;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:20:50;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:25:28;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:25:28;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:25:28;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:25:54;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:25:54;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:25:54;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:34:05;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:34:05;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:34:05;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:34:22;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:34:22;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:34:22;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:38:27;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:38:27;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:38:27;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:39:19;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:39:19;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:39:19;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:39:52;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:39:52;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:39:52;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:41:17;https://oriatec.fr/;200;UP
INFO:__main__:2025-06-25 10:41:17;https://www.google.com;200;UP
INFO:__main__:2025-06-25 10:41:17;https://vm.cplr.fr;200;UP
INFO:__main__:2025-06-25 10:42:07;https://oriatec.fr/;200;UP;Certificat valide jusqu'au 2025-08-18 11:06:48
INFO:__main__:2025-06-25 10:42:07;https://www.google.com;200;UP;Certificat valide jusqu'au 2025-08-25 08:37:20
INFO:__main__:2025-06-25 10:42:07;https://vm.cplr.fr;200;UP;Certificat valide jusqu'au 2025-08-24 13:28:23
INFO:__main__:2025-06-25 10:44:24;https://oriatec.fr/;200;UP;Certificat valide jusqu'au 2025-08-18 11:06:48
INFO:__main__:2025-06-25 10:44:24;https://www.google.com;200;UP;Certificat valide jusqu'au 2025-08-25 08:37:20
INFO:__main__:2025-06-25 10:44:24;https://vm.cplr.fr;200;UP;Certificat valide jusqu'au 2025-08-24 13:28:23
INFO:__main__:2025-06-25 10:52:57;https://oriatec.fr/;200;UP;Certificat valide jusqu'au 2025-08-18 11:06:48
INFO:__main__:2025-06-25 10:52:57;https://www.google.com;200;UP;Certificat valide jusqu'au 2025-08-25 08:37:20
INFO:__main__:2025-06-25 10:52:57;https://vm.cplr.fr;200;UP;Certificat valide jusqu'au 2025-08-24 13:28:23
INFO:__main__:2025-06-25 10:54:08;https://oriatec.fr/;200;UP;Certificat valide jusqu'au 2025-08-18 11:06:48
INFO:__main__:2025-06-25 10:54:08;https://www.google.com;200;UP;Certificat valide jusqu'au 2025-08-25 08:37:20
INFO:__main__:2025-06-25 10:54:08;https://vm.cplr.fr;200;UP;Certificat valide jusqu'au 2025-08-24 13:28:23
INFO:__main__:2025-06-25 10:54:14;https://oriatec.fr/;200;UP;Certificat valide jusqu'au 2025-08-18 11:06:48
INFO:__main__:2025-06-25 10:54:14;https://www.google.com;200;UP;Certificat valide jusqu'au 2025-08-25 08:37:20
INFO:__main__:2025-06-25 10:54:14;https://vm.cplr.fr;200;UP;Certificat valide jusqu'au 2025-08-24 13:28:23
INFO:__main__:2025-06-25 10:55:15;https://oriatec.fr/;200;UP;Certificat valide jusqu'au 2025-08-18 11:06:48
INFO:__main__:2025-06-25 10:55:15;https://www.google.com;200;UP;Certificat valide jusqu'au 2025-08-25 08:37:20
INFO:__main__:2025-06-25 10:55:15;https://vm.cplr.fr;200;UP;Certificat valide jusqu'au 2025-08-24 13:28:23
